,userName,toeflScore,greV,greQ,greA,termAndYear,ugCollege,cgpa,univName
227,shaktishankar,97.0,159.0,164.0,3.5,Fall - 2008,rmdengineeringcollegeannauniversity,0.643,University of North Carolina Charlotte
228,sraman,105.0,158.0,156.0,4.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.642,University of North Carolina Charlotte
229,uday012003,89.0,320.0,760.0,3.0,Spring - 2013,rmdengineeringcollegeannauniversity,0.7030000000000001,University of North Carolina Charlotte
230,Akanksh,118.0,160.0,168.0,4.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.949,University of Minnesota Twin Cities
231,paviram,115.0,160.0,157.0,4.5,Fall - 2011,rmdengineeringcollegeannauniversity,0.825,University of Minnesota Twin Cities
232,radek1491,115.0,154.0,159.0,4.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.882,University of Minnesota Twin Cities
233,rohitsridhar1,114.0,165.0,167.0,5.5,Fall - 2014,rmdengineeringcollegeannauniversity,0.941,University of Minnesota Twin Cities
234,saketh007,100.0,152.0,164.0,3.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.8400000000000001,University of Minnesota Twin Cities
235,vasanthaps,107.0,155.0,164.0,4.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.9329999999999999,University of Minnesota Twin Cities
236,Vignesh1991,106.0,153.0,167.0,4.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.927,University of Minnesota Twin Cities
237,Ironheartz,97.0,146.0,161.0,4.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.9009999999999999,University of Massachusetts Amherst
238,hj91,110.0,158.0,164.0,4.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.7290000000000001,University of Maryland College Park
239,nitishmishra2007,117.0,160.0,166.0,5.5,Fall - 2014,rmdengineeringcollegeannauniversity,0.8099999999999999,University of Maryland College Park
240,prem_prince19,106.0,158.0,161.0,4.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.7559999999999999,University of Maryland College Park
241,varun.praveen91,112.0,153.0,160.0,3.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.8190000000000001,University of Maryland College Park
242,akhilesh890,116.0,150.0,159.0,5.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.86,University of Illinois Urbana-Champaign
243,avinashkumarmk,116.0,163.0,160.0,4.0,Spring - 2014,rmdengineeringcollegeannauniversity,0.7659999999999999,University of Illinois Urbana-Champaign
244,infoseeker2,113.0,164.0,170.0,3.5,Spring - 2014,rmdengineeringcollegeannauniversity,0.773,University of Illinois Urbana-Champaign
245,kalyansri.p,104.0,149.0,163.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.94,University of Illinois Urbana-Champaign
246,gargisharma50,115.0,158.0,164.0,4.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.8099999999999999,University of Illinois Chicago
247,krisshnanv,104.0,470.0,770.0,4.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.733,University of Illinois Chicago
248,sreeramr,102.0,155.0,164.0,4.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.77,University of Illinois Chicago
249,Terror_V,91.0,168.0,166.0,3.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.75,University of Illinois Chicago
250,Akanksh,118.0,160.0,168.0,4.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.949,University of Florida
251,atios,108.0,156.0,166.0,4.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.7859999999999999,University of Florida
252,BEAMer,114.0,161.0,166.0,4.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.82,University of Florida
253,cs2013,106.0,153.0,160.0,3.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.941,University of Florida
254,karthikvs3290,104.0,156.0,166.0,3.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.71,University of Florida
255,kvdeepak,110.0,160.0,167.0,4.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.8059999999999999,University of Florida
256,lekshmi.u,105.0,420.0,790.0,3.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.852,University of Florida
257,Nagarjuna123,116.0,700.0,780.0,4.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.8740000000000001,University of Florida
258,nsekhar4u,104.0,165.0,161.0,4.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.8019999999999999,University of Florida
259,paviram,115.0,480.0,800.0,4.5,Fall - 2011,rmdengineeringcollegeannauniversity,0.825,University of Florida
260,rbalaji610,105.0,161.0,166.0,3.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.8,University of Florida
261,vishnus88,103.0,160.0,159.0,3.5,Fall - 2011,rmdengineeringcollegeannauniversity,0.8690000000000001,University of Florida
262,kmadhu00,111.0,170.0,152.0,5.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.893,University of Colorado Boulder
263,sam2810,115.0,145.0,156.0,4.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.716,University of Colorado Boulder
264,varunpigeon55,93.0,150.0,163.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.8009999999999999,University of Colorado Boulder
265,ashwin.isaac,113.0,149.0,158.0,3.5,Fall - 2014,rmdengineeringcollegeannauniversity,0.8640000000000001,University of Cincinnati
266,gargisharma50,115.0,160.0,160.0,4.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.8099999999999999,University of Cincinnati
267,jaanu3k,117.0,154.0,158.0,4.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.78,University of Cincinnati
268,kalyansri.p,104.0,154.0,164.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.94,University of Cincinnati
269,nanduri060590,114.0,158.0,162.0,4.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.655,University of Cincinnati
270,nitishmishra2007,117.0,37.0,47.0,5.5,Fall - 2014,rmdengineeringcollegeannauniversity,0.8099999999999999,University of Cincinnati
271,pvsrinivas.ece,102.0,154.0,156.0,4.5,Fall - 2011,rmdengineeringcollegeannauniversity,0.757,University of Cincinnati
272,Ryuk Shinigami,87.0,156.0,157.0,3.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.76,University of Cincinnati
273,vag2012,109.0,156.0,152.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.736,University of Cincinnati
274,varunpigeon55,93.0,150.0,163.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.8009999999999999,University of Cincinnati
275,vishwanathkr,108.0,149.0,157.0,3.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.82,University of California San Diego
276,Nagarjuna123,116.0,700.0,780.0,4.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.8740000000000001,University of California Irvine
277,navjyoth_sjs,109.0,156.0,166.0,3.5,Fall - 2015,rmdengineeringcollegeannauniversity,0.8800000000000001,University of California Irvine
278,humanethb,114.0,138.0,157.0,3.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.7929999999999999,University of Arizona
279,kalyansri.p,104.0,149.0,163.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.94,University of Arizona
280,lekshmi.u,105.0,420.0,790.0,3.0,Fall - 2011,rmdengineeringcollegeannauniversity,0.852,University of Arizona
281,siddarth1990,93.0,144.0,167.0,3.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.8160000000000001,University of Arizona
282,Akanksh,118.0,160.0,166.0,4.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.949,Texas A and M University College Station
283,vnavgre,107.0,161.0,158.0,3.0,Fall - 2015,rmdengineeringcollegeannauniversity,0.857,Texas A and M University College Station
284,humanethb,114.0,141.0,161.0,3.5,Fall - 2012,rmdengineeringcollegeannauniversity,0.7929999999999999,Syracuse University
285,krisshnanv,104.0,159.0,155.0,4.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.733,Syracuse University
286,nitishmishra2007,117.0,152.0,166.0,5.5,Fall - 2014,rmdengineeringcollegeannauniversity,0.8099999999999999,Syracuse University
287,rohitramkumar308,99.0,164.0,164.0,3.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.764,Syracuse University
288,roop23,113.0,450.0,780.0,5.0,Fall - 2012,rmdengineeringcollegeannauniversity,0.8079999999999999,Syracuse University
289,akhilesh890,116.0,140.0,158.0,5.0,Fall - 2013,rmdengineeringcollegeannauniversity,0.86,SUNY Stony Brook
290,cs2013,106.0,162.0,155.0,3.5,Fall - 2013,rmdengineeringcollegeannauniversity,0.941,SUNY Stony Brook
291,grad_Hunter,107.0,159.0,166.0,3.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.868,SUNY Stony Brook
292,infoseeker2,113.0,154.0,158.0,3.5,Spring - 2014,rmdengineeringcollegeannauniversity,0.773,SUNY Stony Brook
293,NehaTadimeti,109.0,153.0,164.0,4.0,Fall - 2014,rmdengineeringcollegeannauniversity,0.8880000000000001,SUNY Stony Brook
294,vathsan,95.0,149.0,163.0,4.0,Spring - 2014,rmdengineeringcollegeannauniversity,0.7889999999999999,SUNY Stony Brook
295,akhilesh890,116.0,158.0,158.0,5.0,Fall - 2013,ahsanullahuniversityofscience&technology,0.86,SUNY Buffalo
296,bharathusa,108.0,152.0,152.0,4.5,Fall - 2012,ahsanullahuniversityofscience&technology,0.745,SUNY Buffalo
297,humanethb,114.0,159.0,151.0,3.5,Fall - 2012,ahsanullahuniversityofscience&technology,0.7929999999999999,SUNY Buffalo
298,jaanu3k,117.0,660.0,780.0,4.0,Fall - 2011,ahsanullahuniversityofscience&technology,0.78,SUNY Buffalo
299,kaushikveluru,103.0,152.0,163.0,4.0,Fall - 2014,annauniversity,0.732,SUNY Buffalo
300,kidd0,106.0,150.0,163.0,4.0,Fall - 2014,annauniversity,0.736,SUNY Buffalo
301,KrishnaHaridasan,108.0,640.0,800.0,3.0,Fall - 2012,annauniversity,0.71,SUNY Buffalo
302,lekshmi.u,105.0,158.0,156.0,3.0,Fall - 2011,annauniversity,0.852,SUNY Buffalo
303,manju_me,113.0,152.0,158.0,4.0,Fall - 2013,annauniversity,0.8400000000000001,SUNY Buffalo
304,NehaTadimeti,109.0,153.0,164.0,4.0,Fall - 2014,annauniversity,0.8880000000000001,SUNY Buffalo
305,prasad_remo15,105.0,146.0,156.0,3.0,Fall - 2013,annauniversity,0.8039999999999999,SUNY Buffalo
306,rbalaji610,105.0,152.0,169.0,3.5,Fall - 2012,annauniversity,0.8,SUNY Buffalo
307,reshragh,104.0,155.0,163.0,4.0,Fall - 2014,annauniversity,0.765,SUNY Buffalo
308,santhu20,87.0,146.0,160.0,3.0,Fall - 2014,annauniversity,0.8480000000000001,SUNY Buffalo
309,sraman,105.0,158.0,156.0,4.5,Fall - 2013,annauniversity,0.642,SUNY Buffalo
310,talkeeee,95.0,161.0,166.0,3.0,Fall - 2014,annauniversity,0.705,SUNY Buffalo
311,uniklyunik,108.0,160.0,160.0,3.0,Fall - 2013,annauniversity,0.74,SUNY Buffalo
312,vishnus88,103.0,166.0,157.0,3.5,Fall - 2011,annauniversity,0.8690000000000001,SUNY Buffalo
313,NehaTadimeti,109.0,143.0,164.0,4.0,Fall - 2014,annauniversity,0.8880000000000001,Rutgers University New Brunswick/Piscataway
314,sshravan,102.0,146.0,154.0,3.5,Fall - 2013,annauniversity,0.8859999999999999,Rutgers University New Brunswick/Piscataway
315,sutharshun_v,95.0,150.0,156.0,3.5,Fall - 2013,annauniversity,0.767,Rutgers University New Brunswick/Piscataway
316,AstroG,116.0,164.0,160.0,5.0,Fall - 2013,annauniversity,0.9159999999999999,Purdue University
317,vishnus88,103.0,165.0,166.0,3.5,Fall - 2011,annauniversity,0.8690000000000001,Purdue University
318,narsree2190,115.0,680.0,800.0,4.5,Fall - 2011,nationalinstituteofengineeringautonomousundervtu,0.8320000000000001,Ohio State University Columbus
319,varunpigeon55,93.0,150.0,163.0,3.0,Fall - 2013,nationalinstituteofengineeringautonomousundervtu,0.8009999999999999,Ohio State University Columbus
320,vishnus88,103.0,550.0,760.0,3.5,Fall - 2011,nationalinstituteofengineeringautonomousundervtu,0.8690000000000001,Ohio State University Columbus
321,adifire,109.0,153.0,159.0,4.0,Fall - 2013,nationalinstituteofscienceandtechnologybputorissa,0.769,Northeastern University
322,avinashkumarmk,116.0,163.0,160.0,4.0,Spring - 2014,annauniversity,0.7659999999999999,Northeastern University
323,baduguvijay,98.0,144.0,169.0,3.0,Fall - 2014,annauniversity,0.8009999999999999,Northeastern University
324,GeCko90,106.0,151.0,153.0,3.5,Fall - 2014,annauniversity,0.638,Northeastern University
325,harishg8290,103.0,161.0,158.0,3.0,Fall - 2015,annauniversity,0.61,Northeastern University
326,infoseeker2,113.0,160.0,159.0,3.5,Spring - 2014,annauniversity,0.773,Northeastern University
327,kaushikveluru,103.0,152.0,163.0,4.0,Fall - 2014,annauniversity,0.732,Northeastern University
328,Kesavsundar,103.0,151.0,166.0,3.0,Fall - 2013,annauniversity,0.764,Northeastern University
329,KrishnaHaridasan,108.0,640.0,800.0,3.0,Fall - 2012,annauniversity,0.71,Northeastern University
330,majorgrad,108.0,153.0,161.0,5.0,Fall - 2013,bitshyderabad,0.768,Northeastern University
331,NaveenManikandanP,106.0,500.0,790.0,2.5,Fall - 2011,bitshyderabad,0.6679999999999999,Northeastern University
332,Precious,97.0,163.0,160.0,3.0,Spring - 2013,bitshyderabad,0.722,Northeastern University
333,pvsrinivas.ece,102.0,161.0,158.0,4.5,Fall - 2011,bitshyderabad,0.757,Northeastern University
334,renjithgizmo,80.0,154.0,160.0,2.5,Fall - 2014,bitshyderabad,0.76,Northeastern University
335,roop23,113.0,450.0,780.0,5.0,Fall - 2012,bitshyderabad,0.8079999999999999,Northeastern University
336,siddarth1990,93.0,165.0,166.0,3.5,Fall - 2013,bitshyderabad,0.8160000000000001,Northeastern University
337,sreeramr,102.0,155.0,164.0,4.5,Fall - 2013,bitshyderabad,0.77,Northeastern University
338,vag2012,109.0,143.0,166.0,3.0,Fall - 2013,bitshyderabad,0.736,Northeastern University
339,vinnuth,7.0,156.0,160.0,3.5,Spring - 2013,bitshyderabad,0.625,Northeastern University
340,vishnukarthik64,107.0,154.0,155.0,3.5,Fall - 2015,bitshyderabad,0.89,Northeastern University
341,Antony06,108.0,152.0,167.0,3.5,Fall - 2015,bitshyderabad,0.9009999999999999,North Carolina State University
342,atios,108.0,161.0,166.0,4.0,Fall - 2015,bitshyderabad,0.7859999999999999,North Carolina State University
343,baduguvijay,98.0,144.0,169.0,3.0,Fall - 2014,annauniversity,0.8009999999999999,North Carolina State University
344,bharathusa,108.0,590.0,800.0,4.5,Fall - 2012,annauniversity,0.745,North Carolina State University
345,grad_Hunter,107.0,154.0,164.0,3.0,Fall - 2014,annauniversity,0.868,North Carolina State University
346,hj91,110.0,151.0,153.0,4.0,Fall - 2013,annauniversity,0.7290000000000001,North Carolina State University
347,kmadhu00,111.0,159.0,165.0,5.0,Fall - 2015,annauniversity,0.893,North Carolina State University
348,KrishnaHaridasan,108.0,640.0,800.0,3.0,Fall - 2012,annauniversity,0.71,North Carolina State University
349,kvdeepak,110.0,160.0,167.0,4.0,Fall - 2012,annauniversity,0.8059999999999999,North Carolina State University
350,narsree2190,115.0,680.0,800.0,4.5,Fall - 2011,annauniversity,0.8320000000000001,North Carolina State University
351,nikhilxavier,102.0,143.0,164.0,3.5,Fall,annauniversity,0.86,North Carolina State University
352,roop23,113.0,153.0,161.0,5.0,Fall - 2012,annauniversity,0.8079999999999999,North Carolina State University
353,sherryej,108.0,148.0,165.0,3.5,Fall - 13,annauniversity,0.957,North Carolina State University
354,vairabharathi,99.0,143.0,166.0,3.5,Fall - 2013,annauniversity,0.8400000000000001,North Carolina State University
355,Vignesh1991,106.0,146.0,159.0,4.5,Fall - 2013,annauniversity,0.927,North Carolina State University
356,Vyaass93,110.0,151.0,167.0,4.0,Fall - 2015,annauniversity,0.8420000000000001,North Carolina State University
357,anil_kopparthy,87.0,155.0,161.0,3.0,Spring - 2016,annauniversity,0.6799999999999999,New Jersey Institute of Technology
358,elena,100.0,156.0,166.0,3.5,Fall - 2012,annauniversity,0.63,New Jersey Institute of Technology
359,NaveenManikandanP,106.0,165.0,166.0,2.5,Fall - 2011,annauniversity,0.6679999999999999,New Jersey Institute of Technology
360,Prashanthslm,95.0,157.0,166.0,3.0,Fall - 2015,annauniversity,0.748,New Jersey Institute of Technology
361,ramprasathmani,93.0,149.0,151.0,3.0,Spring - 2015,annauniversity,0.64,New Jersey Institute of Technology
362,renjithgizmo,80.0,161.0,166.0,2.5,Fall - 2014,annauniversity,0.76,New Jersey Institute of Technology
363,sam2810,115.0,162.0,161.0,4.0,Fall - 2015,annauniversity,0.716,New Jersey Institute of Technology
364,sunil9119,92.0,144.0,161.0,3.0,Spring - 2015,annauniversity,0.5920000000000001,New Jersey Institute of Technology
365,s_mukundan,104.0,163.0,166.0,1330.0,Fall - 2011,annauniversity,0.72,New Jersey Institute of Technology
366,vijayvelaga,89.0,160.0,155.0,3.0,Spring - 2016,annauniversity,0.631,New Jersey Institute of Technology
367,Akanksh,118.0,160.0,168.0,4.0,Fall - 2015,annauniversity,0.949,Georgia Institute of Technology
368,Antony06,108.0,160.0,159.0,3.5,Fall - 2015,annauniversity,0.9009999999999999,Georgia Institute of Technology
369,satishr21,107.0,154.0,166.0,3.5,Fall - 2013,bitshyderabad,0.78,George Mason University
370,sundarravikumar,102.0,158.0,161.0,3.0,Fall - 2011,annauniversity,0.7,George Mason University
371,ashwin.isaac,113.0,154.0,164.0,3.5,Fall - 2014,annauniversity,0.8640000000000001,Cornell University
372,atios,108.0,165.0,141.0,4.0,Fall - 2015,annauniversity,0.7859999999999999,Clemson University
373,bharathusa,108.0,145.0,164.0,4.5,Fall - 2012,annauniversity,0.745,Clemson University
374,kvs5cob,111.0,151.0,166.0,3.5,Fall - 2013,annauniversity,0.82,Clemson University
375,sandy9147,96.0,157.0,159.0,3.5,Fall,annauniversity,0.0819,Clemson University
376,sraman,105.0,149.0,158.0,4.5,Fall - 2013,annauniversity,0.642,Clemson University
377,varun.praveen91,112.0,154.0,158.0,3.0,Fall - 2014,annauniversity,0.8190000000000001,Clemson University
378,Ze HeadBanger,105.0,620.0,740.0,4.0,Fall - 2011,annauniversity,0.721,Clemson University
379,zeph31,108.0,158.0,153.0,3.5,Fall - 2012,annauniversity,0.76,Clemson University
380,hj91,110.0,160.0,159.0,4.0,Fall - 2013,annauniversity,0.7290000000000001,Carnegie Mellon University
381,kodemax,113.0,153.0,164.0,4.5,Fall - 2014,annauniversity,0.8220000000000001,Carnegie Mellon University
382,Nagarjuna123,116.0,700.0,780.0,4.0,Fall - 2011,annauniversity,0.8740000000000001,Carnegie Mellon University
383,nitishmishra2007,117.0,160.0,160.0,5.5,Fall - 2014,annauniversity,0.8099999999999999,Carnegie Mellon University
384,r4ravi2008,105.0,162.0,158.0,3.0,Fall - 2012,annauniversity,0.7150000000000001,Carnegie Mellon University
385,anandh2410,106.0,148.0,164.0,3.5,Spring - 2015,annauniversity,0.7809999999999999,Arizona State University
386,Antony06,108.0,154.0,161.0,3.5,Fall - 2015,annauniversity,0.9009999999999999,Arizona State University
387,bnshreyas04,113.0,590.0,800.0,4.0,Fall - 2013,annauniversity,0.773,Arizona State University
388,hj91,110.0,147.0,163.0,4.0,Fall - 2013,annauniversity,0.7290000000000001,Arizona State University
389,humanethb,114.0,138.0,157.0,3.5,Fall - 2012,annauniversity,0.7929999999999999,Arizona State University
390,karthikvs3290,104.0,160.0,150.0,3.5,Fall - 2013,annauniversity,0.71,Arizona State University
391,kath,112.0,146.0,157.0,3.5,Fall - 2012,annauniversity,0.7240000000000001,Arizona State University
392,kvdeepak,110.0,160.0,167.0,4.0,Fall - 2012,annauniversity,0.8059999999999999,Arizona State University
393,lachsil,100.0,163.0,160.0,3.0,Fall - 2014,annauniversity,0.8340000000000001,Arizona State University
